time,backRightPower,backLeftPower,frontLeftPower,frontRightPower,isClampAtMax,targetElevatorPosition,plastic_clampState,basketState,targetArmPosition
9.652133845,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.695687849,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.73491702,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.785527025,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.81846407,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.850255157,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.882158243,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.922965331,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
9.958804459,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.020742799,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.067036428,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.107760099,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.141924769,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.185115357,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.227617903,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.272850449,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.315096912,0.5150645849999999,0.5150645849999999,0.5150645849999999,0.5150645849999999,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.362367625,0.5291232113333333,0.5291232113333333,0.5291232113333333,0.5291232113333333,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.404321837,0.5448949906666662,0.5448949906666662,0.5448949906666662,0.5448949906666662,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.448228467,0.5589049090000001,0.5589049090000001,0.5589049090000001,0.5589049090000001,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.487778762,0.5734973826666666,0.5734973826666666,0.5734973826666666,0.5734973826666666,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
10.54590006,0.0,0.0,0.0,0.0,true,DEFAULT,OPEN,CLOSED,SIDE_INTAKE
